video_id,author_name,view_count,comment_count,share_count,like_count,region_code,create_time,effect_ids,music_id,video_description,hashtag_names,voice_to_text,video_url,fetch_timestamp,fetch_date,data_source
7568057965907905823,v0tgsso365,1188,2,0,66,US,2025-11-02 09:31:24,NA,7568063151381072670,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","Oh, what? Really? What do you mean, really? Right now? Yeah. I'm just gonna be two seconds, okay? Me too. Okay. oh, oh, oh. You're gonna come to me. En LA Sierra. Muy a gusto. Me LA vivo واہ واہ ㅎㅎ
",https://www.tiktok.com/@v0tgsso365/video/7568057965907905823,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568057893501537567,qaf4jbflw4,1023,1,3,68,US,2025-11-02 09:30:54,NA,7568063107512847135,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@qaf4jbflw4/video/7568057893501537567,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568057299239963935,qaf4jbflw4,1252,0,16,90,US,2025-11-02 09:28:36,NA,7568062463220943647,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@qaf4jbflw4/video/7568057299239963935,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007695643462943,oeplbsknc6,5154,2,1,156,US,2025-11-02 06:15:30,NA,7568012832818662175,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","look it's instantly freezing oh my gosh that's crazy watch 告诉修马车我今天不去了 哈哈哈拍什么呀你拍哈哈哈
",https://www.tiktok.com/@oeplbsknc6/video/7568007695643462943,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007687347129630,oeplbsknc6,324,1,0,8,US,2025-11-02 06:15:31,NA,7568012759925836575,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@oeplbsknc6/video/7568007687347129630,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007667021532429,uuxbqresx9,1560,0,1,22,US,2025-11-02 06:15:53,NA,7568007799075080974,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","Song did you have fun playing in the snow? Huh? Look at your legs! How. Oh. Oh, no way!
",https://www.tiktok.com/@uuxbqresx9/video/7568007667021532429,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007663003405599,gmhygcyo48,4133,0,1,49,US,2025-11-02 06:15:20,NA,7568012785846651679,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","Ой я song modal. The wheel is frozen. I don't think I'm gonna be able to get in this puppy today.
",https://www.tiktok.com/@gmhygcyo48/video/7568007663003405599,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007332299312439,uuxbqresx9,6113,0,1,22,US,2025-11-02 06:14:15,NA,7390685619111938848,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","হা হা а хто ha ha ha ha did you even open it in the house oh my gosh is it cold no it's not cold are you cold no I'm not cold you're not cold no you wanna get out no are you cold
",https://www.tiktok.com/@uuxbqresx9/video/7568007332299312439,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568007272123714829,mcmvtykcu4,4999,0,1,37,US,2025-11-02 06:14:25,NA,7352954102831172385,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember","Ha ha! 우 here it goes. Damn, Nick, you are not a fucking Husky. Get in the house, mimic. Come on, let's go.
",https://www.tiktok.com/@mcmvtykcu4/video/7568007272123714829,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
7568000840607321357,rdrgr6sqa6,1945,0,2,127,US,2025-11-02 05:49:18,NA,7568001044525959949,KondisiterkinimusholaPONPESAIKhozinySidoarjoambruksaatsalatashar.#jtvjember#evakuasi#sidoarjo#fyp,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@rdrgr6sqa6/video/7568000840607321357,2025-11-09 00:01:07.691821,2025-11-09,loaded_from_23h_cache
