video_id,author_name,view_count,comment_count,share_count,like_count,region_code,create_time,effect_ids,music_id,video_description,hashtag_names,voice_to_text,video_url
7564091567024114964,gks.rakib,305,1,3,141,BD,2025-10-22 16:58:33,,7427134000918973201,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7564091567024114964
7563677764268592404,gks.rakib,216,2,3,98,BD,2025-10-21 14:12:47,,7459022939726007056,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563677764268592404
7563505849130421524,gks.rakib,433,2,4,153,BD,2025-10-21 03:05:45,,7294543997111274242,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563505849130421524
7563332368778513684,gks.rakib,330,0,6,139,BD,2025-10-20 15:52:32,,7503557899126426384,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563332368778513684
7563331894058814740,gks.rakib,303,3,3,124,BD,2025-10-20 15:50:40,,7487591856537160465,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563331894058814740
7562942362851265812,gks.rakib,301,6,4,131,BD,2025-10-19 14:39:04,,7541430228514589457,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7562942362851265812
7562747597077630229,gks.rakib,306,3,0,126,BD,2025-10-19 02:03:17,,7537240841188329473,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7562747597077630229
7564096547781102878,dy4jgzhfk8,4600,1,0,76,US,2025-10-22 17:17:58,,7564096421381655326,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB ,"superbowl,news,mlb,badbunny,noticiastiktok","Two boys planned to go magnet fishing in the river. They hoped to find something valuable. But every time they pulled something up, it was just a pile of scrap metal. Just as they were about to give up, the magnet suddenly got stuck on something. They thought they'd found treasure. They quickly pulled together with all their strength. The next second, their faces turned pale with fear. The magnet had attracted an unexploded shell. The two immediately called the police. When the police arrived, they sealed off the area and began dredging the nearby section of the river. They quickly pulled up three cases of shells from underwater. Everyone thought the crisis was over. A few days later, a swimming competition was scheduled for this river. To avoid causing panic, the sheriff told everyone these shells were leftover from World War 2. They had long since expired. They wouldn't explode. But marine biologist Lisa noticed something unusual. Her equipment detected shark activity in the river. She immediately informed the sheriff. But the sheriff didn't believe her at all. Because sharks are ocean animals. They couldn't survive in a freshwater river. Under Lisa's repeated insistence, the sheriff had no choice but to send someone to dive into the river again. When the divers descended to 30 feet deep, they suddenly witnessed a terrifying scene.
",https://www.tiktok.com/@dy4jgzhfk8/video/7564096547781102878
7564088211887148319,nvjhp5lzj8,2434,0,1,70,US,2025-10-22 16:45:38,,7564088157814229790,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB ,"superbowl,news,mlb,badbunny,noticiastiktok","The woman peeled off the QR code sticker from her leg. She replaced it with the store's payment code. When the clerk finished packing the clothes and asked her to pay, she deliberately pulled out an empty wallet, pretending she forgot to bring cash. The clerk gestured that she could pay by scanning the code with her phone. Not realizing she had already fallen into the woman's trap, the woman pulled out a fake payment screenshot she had prepared beforehand. He showed it to the clerk briefly. The clerk believed it was real and let her leave. But just as she was about to walk out the door, the clerk suddenly stopped her. It turned out the clerk noticed that two thousand dollar payment hadn't shown up in the system. The woman had to show the fake screenshot again to fool her. Unexpectedly, the clerk insisted she stay until the system confirmed the payment before leaving. She worried her scam would be exposed. He grabbed the clothes and tried to run. The clerk immediately blocked her. She couldn't get past, so she simply pretended to trip and fell to the ground while screaming loudly, drawing the store manager's attention. When the woman saw the manager, she immediately put on a victim act, showed the fake screenshot, and tearfully complained that the clerk was bullying her. The manager didn't suspect anything. He immediately apologized to her and even scolded the clerk. The woman took the opportunity to demand the clerk be Fired to avoid further trouble, the manager had no choice but to comply. The woman smugly put on her sunglasses, ready to leave in style. But when she turned around, she found the manager had already locked the door. When she looked back, she saw the manager staring at her coldly, and the clerk, who had been crying moments ago, was now giving her a satisfied smile.
",https://www.tiktok.com/@nvjhp5lzj8/video/7564088211887148319
7564056607680744734,kkbao48,4653,0,1,110,US,2025-10-22 14:43:01,,7564056562742872862,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","Fuck. Is this why no one's coming? Listen to me. Stay calm. Loose snowflakes. Loose snowflakes. Loose snowflakes. Suddenly everyone realized the water level in the dorm was rising fast. They needed to escape and fast. Everyone swam towards the main door. The flood had completely filled the room. The ex I swam toward the door, but the water pressure was too strong. He couldn't budge the door at all. By now, E X I had been holding his breath for a full minute. Time was running out. He swam back to the shower area, but there wasn't enough room left for him. Then by chance, he spotted it, the weakest point in the room. E Xi swam toward the window in front of him and punched the glass with all his strength. Inside agents were watching every move. E Xi's punch cracked the window. The agents had completed their first test. For those of you still confused, you can get a breathing tube from the U bend of a toilet. It leads straight to the outside world. Unlimited air supply. Simple physics. E X I was the top performer in this test. He realized the window was made of two way mirror glass. While the others failed, they'd forgotten the most important thing, teamwork.
",https://www.tiktok.com/@kkbao48/video/7564056607680744734
