video_id,author_name,view_count,comment_count,share_count,like_count,region_code,create_time,effect_ids,music_id,video_description,hashtag_names,voice_to_text,video_url
7579009550750092574,starniuniu,978,1,0,61,US,2025-12-01 21:48:12,,7579009750870100766,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember","Agent Sid told the CIA director that my wife had been taken, that she showed zero concern for my wife's safety. She only told Sid to bring in Havelock as fast as possible. She said. Havelock used a backup server to break into the CIA database. He took a classified file called File 6. What is Archive 6? It's our playbook. It's an inventory of every enemy we've had terminated with lethal action under the at water protocol, including pending and current targets. So he's coming after the agency. At that moment, my son Luke and his classmate were inside a small cabin. They left town before the alert went out, so they had no idea about the escaped inmates or the transport plane that Chanja. They tried to head home. They opened the trunk and found an injured inmate inside. Jesus. The man stayed unconscious. Luke and the girl took care of him. She thought he was just an unlucky hunter hurt in the woods. Havelock called the director. The sound of his voice put her on edge. Avloc said he sent her a link. It worked as a dead switch. If anything happened to him, file 6 would go public instantly. He finished his message and ended the call. Soon after, I received a walkie talkie. Are you gonna make the trade? Sent by him. My decision was set. I took the officer posing as Old Black and went to the meeting spot. I want you to follow The pipeline for the north and then. Whoa, whoa, whoa, whoa, whoa, whoa. You said Risor, 4:52? Yes. And now I'm saying follow the pipeline for the north. Havlock told me to keep walking forward. Right then the air around me tightened. You're not here, are you? Nope. I never claimed I would be Frank. Fuck, it's a diversion. Okay. We moved toward the transport vehicle, but Havelock had already reached it. First, he took what he wanted. We were too late. Sid found a case in the car. It was something Havelock left for me. I stared at the case. A few dark stains glimmered under the dim light. The story stopped right there.
",https://www.tiktok.com/@starniuniu/video/7579009550750092574
7579009279911349534,user3980650207275,62,0,0,1,US,2025-12-01 21:47:13,,7579009353760459551,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user3980650207275/video/7579009279911349534
7579009047131671821,user82473600802181,298,0,0,6,US,2025-12-01 21:46:34,,7579009210696911629,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user82473600802181/video/7579009047131671821
7579008632130407694,user3150453150614,498,0,1,42,US,2025-12-01 21:44:51,,7579008760207723319,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user3150453150614/video/7579008632130407694
7579008425477082381,user5341313636053,277,0,0,10,US,2025-12-01 21:44:16,,7579008626971478839,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user5341313636053/video/7579008425477082381
7579008166461967646,user3066527927091,269,0,0,13,US,2025-12-01 21:42:55,,7579008107171351327,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user3066527927091/video/7579008166461967646
7579005490080927006,user4340744409272,305,0,0,13,US,2025-12-01 21:32:37,,7579005558440217374,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user4340744409272/video/7579005490080927006
7579005107560336671,user9687444177349,272,0,0,5,US,2025-12-01 21:31:01,,7579005301630700318,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp ,"fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@user9687444177349/video/7579005107560336671
7578983617951452438,one.stone826,17,0,0,3,GB,2025-12-01 20:07:17,,7578983619632319254,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fyp #goviral ,"goviral,fyp,sidoarjo,evakuasi,jtvjember",NA,https://www.tiktok.com/@one.stone826/video/7578983617951452438
7578977532343635230,user81872054959531,294,0,0,7,US,2025-12-01 19:44:19,,7578978501806574367,Kondisi terkini mushola PONPES Al Khoziny Sidoarjo ambruk saat salat ashar #jtvjember #evakuasi #sidoarjo #fypシ ,"sidoarjo,evakuasi,fypシ,jtvjember",NA,https://www.tiktok.com/@user81872054959531/video/7578977532343635230
