video_id,author_name,view_count,comment_count,share_count,like_count,region_code,create_time,effect_ids,music_id,video_description,hashtag_names,voice_to_text,video_url,fetch_timestamp,fetch_date,data_source
7571058412679597367,klklbu,340,0,0,23,US,2025-11-10 11:35:02,NA,7571058821997529869,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@klklbu/video/7571058412679597367,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571058275047755021,rgmmop,12,0,0,0,US,2025-11-10 11:34:10,NA,7571058564152757005,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@rgmmop/video/7571058275047755021,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571058139605306679,rgmmop,221,0,0,19,US,2025-11-10 11:33:50,NA,7571058437677779726,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@rgmmop/video/7571058139605306679,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571057981014510861,klklbu,339,0,0,17,US,2025-11-10 11:33:10,NA,7571058282035448589,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@klklbu/video/7571057981014510861,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571057632526519565,rgmmop,196,0,0,5,US,2025-11-10 11:32:03,NA,7571058018374814478,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@rgmmop/video/7571057632526519565,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571057611186097421,klklbu,983,0,1,83,US,2025-11-10 11:32:02,NA,7571057952375851790,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum","Lisa, for the love of all Saints, we're having rehearsal here. Someone's on the phone. There is some old woman. She called you by your real name. Damn, guys. Just 5 minutes. 5 minutes, I promise. In our room. Uh huh. Well, it's run a call. Hello, mom. Hello, Charlie. Uh, Aunt Rina. Hi. Yeah, hi. Haven't you visited our place? How's my mama doing? She passed away this morning. What? My mother was dead. Her body was found this morning, apparently.
",https://www.tiktok.com/@klklbu/video/7571057611186097421,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571056416581045517,user5173947161480,0,0,0,0,US,2025-11-10 11:27:07,NA,7571056681732295437,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@user5173947161480/video/7571056416581045517,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571056342761327927,user5173947161480,26,0,0,0,US,2025-11-10 11:26:54,NA,7571056698010471181,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@user5173947161480/video/7571056342761327927,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571056336037793055,user3462681330043,414,0,0,17,US,2025-11-10 11:26:16,NA,7571061453982108447,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@user3462681330043/video/7571056336037793055,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
7571056062481173815,user5173947161480,33,0,0,0,US,2025-11-10 11:25:49,NA,7571056382498196279,"Thieves have stolen ""priceless"" jewelry from the Louvre in Paris, the world' s most-visited museu in an audacious seven-minute raid, the French interior minister has said. #cnn #news #paris #franc #louvremuseum","paris,news,cnn,franc,louvremuseum",NA,https://www.tiktok.com/@user5173947161480/video/7571056062481173815,2025-11-17 00:01:06.744457,2025-11-17,loaded_from_23h_cache
