video_id,author_name,view_count,comment_count,share_count,like_count,region_code,create_time,effect_ids,music_id,video_description,hashtag_names,voice_to_text,video_url,fetch_timestamp,fetch_date,data_source
7564091567024114964,gks.rakib,305,1,3,141,BD,2025-10-22 16:58:33,NA,7427134000918973201,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7564091567024114964,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7563677764268592404,gks.rakib,216,2,3,98,BD,2025-10-21 14:12:47,NA,7459022939726007056,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563677764268592404,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7563505849130421524,gks.rakib,433,2,4,153,BD,2025-10-21 03:05:45,NA,7294543997111274242,#duet with @∆$★𝗛𝗼𝘀𝘀𝗮𝗶𝗻 𝗥𝗮𝗻𝗮★$∆ #ইসলামিক_ভিডিও_🤲🕋🤲 #আসসালামুয়ালাইকুম🌹 #😭😭😭😭😭😭😭😭😭😭 #,"duet,😭😭😭😭😭😭😭😭😭😭,ইসলামিক_ভিডিও_🤲🕋🤲,আসসালামুয়ালাইকুম🌹",NA,https://www.tiktok.com/@gks.rakib/video/7563505849130421524,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564027086814350623,t8cw0dqs57,8231,0,0,78,US,2025-10-22 12:48:27,NA,7564027033190140702,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","As soon as he leaves the gym, the man loses his sculpted figure. But when he steps back inside, his muscles return bigger and stronger. Wanting to impress a beautiful woman, he sets a date at the gym. She arrives, and he eagerly shows her around. What he doesn't expect is that the gym has the same effect on her. It turns her into a muscular beauty. Suddenly, the woman stands before him, stronger than he ever imagined, and it scares him. He quickly shrinks back into his original form, unsure of how to react, the woman looks at him once, then walks away without saying a word. As she walks off, she accidentally bumps into an evil giant. Furious, the man shouts, how dare you bother my wife! He rolls up his sleeves, ready to take on the giant, but as expected, he's beaten to a pulp. The woman, however, rushes to him, lifting him up in her arms. To her, he's the strongest man in the world, and that's all that matters. And so the two of them live on together, unabashedly in love, each bringing their own strength to the relationship.
",https://www.tiktok.com/@t8cw0dqs57/video/7564027086814350623,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564026829636488478,bpcgwb5wd2,9413,0,3,84,US,2025-10-22 12:47:29,NA,7564026733867911967,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","The moths wrapped around the host's body, and the next second, brand new clothes appeared on them. The professor emphasized that the clothes must be thrown into the trash can after wearing them. At night, the moths occupied New New York and and all the residents had fashionable clothes to wear. Schwaburg also got a girlfriend thanks to the clothes, but he was curious about what was in the trash can. To demonstrate, the professor threw peanuts into the trash can. The next second, his pet drilled into it. Fry and his group also flew their ship into the trash can and came to a desolate planet. Clothes were constantly floating in the sky, and their ship was soon crushed by the clothes. Everyone had to walk on foot. On the road, they encountered giant caterpillars. Swabberg found his old pants, but they were occupied by the professor's pet. Kara picked up a fashionable backpack and drove off the pet. The two ran towards the ship at the critical moment. Swabberg grabbed Fry's belly, but Kara was left on this planet. After returning to the company, everyone blamed the professor for destroying the planet, so the professor used a machine to lock onto the planet's coordinates. Discovered that the destroyed planet was future earth. They had been throwing waste clothes to the future, and humanity had destroyed itself with their own hands. Meanwhile, a portal appeared outside the window, and countless clothes began flying out of it, heading toward earth.
",https://www.tiktok.com/@bpcgwb5wd2/video/7564026829636488478,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564026511544601886,pkrgidzag2,8479,0,1,35,US,2025-10-22 12:46:14,NA,7564026386395040543,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","The woman's neck tilted naturally upward. The man's neck always drooped downward. They'd never seen each other's faces, even when they were in the same room. One day, the man sat in a cafe waiting for his medical results. He noticed couples all around him. His heart suddenly felt hollow, longing for love of his own. When his diagnosis was placed before him, he saw a triangle on the scan. His heart sank. His neck would never be the same. In that moment, he remembered how people tilt their heads when they kiss. So he stole a billboard of a beautiful woman from the poolside. Wearing his finest suit, he bent down to kiss her picture. But no matter how hard he tried, he could never reach her lips. In the end, he even snapped the head off the billboard. Just then, he heard bird song outside. Leaning out to look, he saw a woman for the first time. Their eyes met. In that instant, they both thought, maybe this is the one. He rushed home to put on his best jacket. She fixed her hair, both longing for their first meeting. But tragically, because of their bodies and height, they circled around for a long time and still couldn't see each other. Then they walked away, one upstairs, the other downstairs, as if fate played a cruel joke. Yet in the moment, they brushed past each other. The little bird sang again. They both turned around. At last, their Eyes aligned perfectly and love began to bloom.
",https://www.tiktok.com/@pkrgidzag2/video/7564026511544601886,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564026345596964126,t8cw0dqs57,8847,0,3,74,US,2025-10-22 12:45:36,NA,7564026237753084702,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","As soon as he leaves the gym, the man loses his sculpted figure. But when he steps back inside, his muscles return bigger and stronger. Wanting to impress a beautiful woman, he sets a date at the gym. She arrives, and he eagerly shows her around. What he doesn't expect is that the gym has the same effect on her. It turns her into a muscular beauty. Suddenly, the woman stands before him, stronger than he ever imagined, and it scares him. He quickly shrinks back into his original form, unsure of how to react, the woman looks at him once, then walks away without saying a word. As she walks off, she accidentally bumps into an evil giant. Furious, the man shouts, how dare you bother my wife! He rolls up his sleeves, ready to take on the giant, but as expected, he's beaten to a pulp. The woman, however, rushes to him, lifting him up in her arms. To her, he's the strongest man in the world, and that's all that matters. And so the two of them live on together, unabashedly in love, each bringing their own strength to the relationship.
",https://www.tiktok.com/@t8cw0dqs57/video/7564026345596964126,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564026341524344095,hnefzeiiq7,29,0,0,0,US,2025-10-22 12:45:34,NA,7564031422122429215,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok",NA,https://www.tiktok.com/@hnefzeiiq7/video/7564026341524344095,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564026294447410462,clgui9bsd3,4003,0,3,200,US,2025-10-22 12:45:20,NA,7564026206295706398,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok","I'm stronger than air. Oh my God. Dad, you lost your hand. That's alright. I can regenerate. My name is retep and I am evil. Oh my God. Peter, look. Oh, damn it. Dylan. What the hell? Well, thank God I'm full of play Doh. Here we are. Peter, I think you're a little too drunk to walk home. Yeah. Give us your shoes. Can we give you a ride? No, no, it's okay. I'll just black out and and never know how I got home. Works everytime. And it's good for the environment maybe. Oh, no. Peter, Quick change. Pigments. That was close. Peter, we can't risk seeing each other. I am so hungover. Oh, me too. But luckily when I'm hungover, I can just mold into another Peter. Wow, that's amazing. Yeah. But for the next 10 minutes, I'll be very vulnerable to predators. Mountain lion. Make yourself look big.
",https://www.tiktok.com/@clgui9bsd3/video/7564026294447410462,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
7564025901562875167,hnefzeiiq7,31,0,0,0,US,2025-10-22 12:43:53,NA,7564030951718701855,Bad Bunny will be a performer at the 2026 Super Bowl LX Halftime Show on Apple Music. #news #badbunny #superbowl #noticiastiktok #MLB,"superbowl,news,mlb,badbunny,noticiastiktok",NA,https://www.tiktok.com/@hnefzeiiq7/video/7564025901562875167,2025-10-28 00:01:07.204717,2025-10-28,loaded_from_23h_cache
